5250	5280
5280	5310
5310	5008
5008	4758
4758	4536
4536	4421
4421	4413
4413	4397
4397	4381
4381	4381
4381	4396
4396	4394
4394	4412
4412	4427
4427	4440
4440	4446
4446	4499
4499	4496
4496	4489
4489	4483
4483	4470
4470	4401
4401	4331
4331	4301
4301	4252
4252	4268
4268	4267
4267	4246
4246	4233
4233	4280
4280	4194
4194	4367
4367	4408
4408	4409
4409	4410
4410	4430
4430	4407
4407	4396
4396	4397
4397	4444
4444	4438
4438	4439
4439	4436
4436	4576
4576	4633
4633	4632
4632	4636
4636	4667
4667	4673
4673	4653
4653	4670
4670	4772
4772	4813
4813	4851
4851	4886
4886	4918
4918	4891
4891	4935
4935	4932
4932	4948
4948	4955
4955	4992
4992	4926
4926	4872
4872	4872
4872	4890
4890	4849
4849	4862
4862	4795
4795	4553
4553	4446
4446	4446
4446	4478
4478	4484
4484	4500
4500	4532
4532	4540
4540	4625
4625	4640
4640	4680
4680	4871
4871	4892
4892	4919
4919	4896
4896	4886
4886	4828
4828	4817
4817	4823
4823	4887
4887	4910
4910	4940
4940	5030
5030	4920
4920	5060
5060	5230
5230	5170
5170	4880
4880	5210
5210	5440
5440	5610
5610	5890
